contig	ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC6	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-4679-2-5p	miR-4679-2-5p	0	0	1	0	0	1	0	0	1	0	1	3	0	3	0	1	0	0	0	0	0	1	0	0
miR-6736-5p	miR-6736-5p	0	0	0	0	0	0	0	2	2	0	1	2	0	2	0	3	0	2	0	3	2	0	0	0
miR-606-3p	miR-606-3p	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1
miR-494-5p	miR-494-5p	0	1	1	0	5	4	0	0	0	0	1	0	0	1	0	0	3	1	0	0	3	0	0	1
miR-10393-5p	miR-10393-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	4	1
miR-378f-5p	miR-378f-5p	0	0	0	0	3	7	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	0
miR-6783-3p	miR-6783-3p	0	0	0	0	1	3	0	8	0	0	1	0	6	3	23	1	1	0	7	0	4	3	1	3
miR-548ak-5p	miR-548ak-5p	0	0	0	0	0	0.6	0	0	0	0	1	0.75	0	1	0.6	1	0	1.8	1.2	0	1	1	0.2	4
miR-4682-3p	miR-4682-3p	0	0	2	0	0	7	0	2	4	0	1	0	0	2	0	0	2	0	0	5	4	7	1	2
miR-4269-5p	miR-4269-5p	0	8	1	0	5	1	1	0	4	0	1	1	3	3	0	0	3	0	2	1	3	2	0	9
miR-7976-3p	miR-7976-3p	0	0	2	0	0	0	0	0	0	0	1	4	0	1	0	0	4	1	0	0	0	0	0	0
miR-4748-5p	miR-4748-5p	0	0	0	0	4	1	2	2	2	0	1	3	5	0	0	7	1	0	0	0	1	2	1	0
miR-3155a-3p	miR-3155a-3p	0	1	0	0	1	4	2	2	8	0	1	4	0	2	0	0	7	0	0	0	0	0	0	0
miR-1323-3p	miR-1323-3p	0	1	1	0	3	1	0	0	0	0	1	1	1	1	0	5	1	0	0	0	3	2	1	1
miR-6783-5p	miR-6783-5p	0	0	0	0	0	12	1	0	0	0	1	0	0	1	10	3	0	1	0	0	0	2	3	1
miR-6864-5p	miR-6864-5p	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	0	0
miR-7-2-3p	miR-7-2-3p	0	2	0	0	4	6	0	0	0	0	1	0	0	0	0	0	3	2	1	0	0	1	0	7
miR-4476-3p	miR-4476-3p	0	2	0	0	1	1	0	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0
miR-6780a-5p	miR-6780a-5p	0	4	2	0	0	9	6	0	0	0	1	1	0	3	0	1	2	0	0	7	0	0	3	5
miR-6802-5p	miR-6802-5p	0	2	2	0	1	0	0	0	0	0	1	0	0	1	0	0	3	3	0	3	0	0	0	0
miR-6086-3p	miR-6086-3p	0	0	0	7	0	1	2	0	0	0	1	1	4	0	0	0	0	0	1	0	4	0	0	1
miR-4465-5p	miR-4465-5p	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0
miR-4633-3p	miR-4633-3p	0	3	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	3	0
miR-1305	miR-1305	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	1
miR-6732-3p	miR-6732-3p	0	6	0	2	0	3	1	0	1	0	1	3	7	6	1	0	0	1	1	0	2	0	3	1
miR-4686-3p	miR-4686-3p	0	4	2	0	0	1	0	0	0	0	1	0	0	0	0	4	0	2	4	4	1	0	0	0
miR-4254-5p	miR-4254-5p	0	0	0	0	1	1	0	1	3	0	1	8	0	2	0	3	1	0	1	8	0	1	7	5
miR-12125	miR-12125	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1976	miR-1976	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1
miR-6515-5p	miR-6515-5p	0	0	3	0	1	4	3	11	8	0	1	8	1	1	0	0	4	1	0	4	2	3	0	2
miR-4803-3p	miR-4803-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0
miR-548aq-5p	miR-548aq-5p	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	12	0	0	0	0	0	0	0	1
miR-9901	miR-9901	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2
miR-4743-5p	miR-4743-5p	0	0	0	17	3	0	0	0	2	0	1	0	1	1	0	0	3	0	2	0	3	0	0	1
miR-4698-5p	miR-4698-5p	0	1	0	0	3	0	0	1	0	0	1	0	0	7	2	0	0	1	2	1	0	1	1	0
miR-4462-5p	miR-4462-5p	0	3	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
miR-637-3p	miR-637-3p	0	0	0	0	3	2	0	4	0	0	1	1	2	1	0	3	0	0	0	0	4	0	2	4
miR-3192-5p	miR-3192-5p	0	10	0	0	0	5	4	5	1	0	1	4	3	3	2	5	15	2	0	12	0	0	0	1
miR-7162-3p	miR-7162-3p	0	0	2	0	4	2	8	2	2	0	1	2	1	0	0	4	4	0	1	5	1	2	2	1
miR-4788-5p	miR-4788-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	6	5	0	0	0	0	0	0	0	0	1
miR-6865-3p	miR-6865-3p	0	1	0	0	0	1	0	0	3	0	1	0	0	2	0	0	1	0	0	11	0	0	2	0
miR-4271-5p	miR-4271-5p	0	0	0	0	0	0	0	0	0	0	1	4	0	2	1	0	1	0	1	0	1	0	0	0
miR-4534-5p	miR-4534-5p	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0
miR-4267-3p	miR-4267-3p	0	2	0	0	1	1	1	1	0	0	1	6	7	0	0	0	0	0	1	5	0	0	1	3
miR-548y-5p	miR-548y-5p	0	5	0	0	0	1	1	0	0	0	1	0	3	0	0	0	1	0	0	0	2	0	2	2
miR-3923-5p	miR-3923-5p	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
miR-562-3p	miR-562-3p	0	8	3	0	4	0	1	0	1	0	1	2	3	1	3	0	0	0	0	0	0	3	0	5
miR-4287-3p	miR-4287-3p	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	3	0	2	0
miR-11181-5p	miR-11181-5p	0	0	0	0	0	1	0	0	0	0	1	1	3	1	0	0	1	0	0	5	0	0	1	0
miR-4451-5p	miR-4451-5p	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1
miR-7160-3p	miR-7160-3p	0	0	0	0	0	6	1	0	0	0	1	1	3	5	0	0	0	5	2	0	1	0	6	4
miR-6132-5p	miR-6132-5p	0	0	2	0	3	7	3	3	1	0	1	8	7	1	1	1	1	4	3	2	8	1	0	5
miR-3681-3p	miR-3681-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	2
miR-302c-3p	miR-302c-3p	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
miR-7703-3p	miR-7703-3p	0	7	9	0	1	31	2	0	10	0	1	3	0	0	75	19	15	0	4	0	6	4	4	1
miR-6129-3p	miR-6129-3p	0	1	0	0	5	5	4	2	2	0	1	1	3	3	0	4	10	6	0	4	1	1	0	1
miR-7109-3p	miR-7109-3p	0	3	0	0	0	3	0	4	3	0	1	0	1	7	0	1	0	0	1	0	0	0	2	1
miR-6834-3p	miR-6834-3p	0	0	1	0	0	1	1	0	0	0	1	0	0	6	0	0	0	2	5	0	0	0	1	0
miR-4464-3p	miR-4464-3p	0	1	0	0	3	3	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	1
miR-6506-3p	miR-6506-3p	0	0	0	0	1	3	5	0	0	0	1	0	2	0	0	1	0	4	4	0	0	1	0	0
miR-4662b	miR-4662b	0	2	6	0	0	0	0	0	0	0	1	0	0	4	0	0	0	6	0	0	3	0	0	5
miR-3137-5p	miR-3137-5p	0	4	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	3
miR-6794-3p	miR-6794-3p	0	8	2	0	5	2	1	0	1	0	1	0	7	1	0	0	0	0	1	7	4	3	5	5
miR-4773-2-3p	miR-4773-2-3p	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
miR-548ao-3p	miR-548ao-3p	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	3	1	0	0	0	0	2	0	0
miR-6837-3p	miR-6837-3p	0	5	10	0	7	2	3	2	1	0	1	0	2	7	9	0	6	3	0	1	0	0	3	2
miR-10395-5p	miR-10395-5p	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0	4	0	2	1	4	2	2	6	1
miR-3158-1-3p	miR-3158-1-3p	0	0	0	0	0	1	1	0	0	0	1	0	0	5	0	0	0	1	0	0	3	0	1	0
miR-3150a-5p	miR-3150a-5p	0	11	1	0	0	5	0	0	0	0	1	2	0	0	0	0	1	3	6	2	3	0	0	0
miR-6770-3-5p	miR-6770-3-5p	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	0	1
miR-466-3p	miR-466-3p	0	3	0	16	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	88
miR-6838-5p	miR-6838-5p	0	1	1	0	0	1	0	0	0	0	1	0	0	5	0	4	5	1	1	0	1	0	1	7
miR-5008-5p	miR-5008-5p	0	0	0	0	2	1	0	5	0	0	1	0	5	1	0	4	2	1	0	1	0	1	0	1
miR-483-5p	miR-483-5p	0	1	0	3	7	3	4	3	12	0	1	11	2	4	20	8	3	6	1	11	2	4	1	3
miR-4463-5p	miR-4463-5p	0	4	0	0	2	0	2	0	0	0	1	0	0	4	0	0	0	0	2	0	1	0	0	0
miR-4769-3p	miR-4769-3p	0	9	2	9	1	4	0	0	0	0	1	0	6	5	6	4	4	10	0	11	0	3	5	3
miR-12128-5p	miR-12128-5p	0	4	4	0	1	5	4	1	0	0	1	1	5	0	0	3	0	2	4	14	5	1	5	2
miR-1279-5p	miR-1279-5p	0	0	0	0	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	2	0	0	0	0
miR-5090-3p	miR-5090-3p	0	2	5	0	0	1	1	5	0	0	1	6	0	2	2	1	3	2	0	9	0	2	1	2
miR-3972-5p	miR-3972-5p	0	4	0	0	0	4	4	2	4	0	1	0	2	3	0	0	0	0	0	0	3	6	0	11
miR-4522-3p	miR-4522-3p	0	2	0	12	0	0	3	0	0	0	1	1	0.5	0	2	0	0	4	1	0	1	0	0	5
miR-4756-5p	miR-4756-5p	0	4	0	0	2	0	1	0	0	0	1	0	1	1	0	2	1	2	0	0	1	1	2	0
miR-1539-3p	miR-1539-3p	0	0	0	0	3	2	0	0	0	0	1	4	0	0	0	3	0	0	0	0	0	0	0	4
miR-8073-3p	miR-8073-3p	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0
miR-6819-3p	miR-6819-3p	0	2	1	0	10	8	1	1	6	0	1	0	6	6	0	7	4	3	4	8	0	2	5	0
miR-518b-3p	miR-518b-3p	0	2	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1
miR-6856-5p	miR-6856-5p	0	1	0	12	0	6	1	1	9	0	1	2	2	5	0	0	2	6	0	0	2	0	0	2
miR-3171-5p	miR-3171-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
miR-3119-1-3p	miR-3119-1-3p	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-7852-3p	miR-7852-3p	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
miR-548f-4-5p	miR-548f-4-5p	0	0	0	0	4	0.5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3
miR-4654-5p	miR-4654-5p	0	2	3	0	8	11	0	8	4	0	1	2	11	22	2	1	6	12	2	18	12	1	0	9
miR-4761-3p	miR-4761-3p	0	0	1	0	0	1	4	6	4	0	1	0	2	0	3	4	0	0	0	7	2	4	0	2
miR-1278-5p	miR-1278-5p	0	3	1	0	3	16	0	0	0	0	1	0	5	0	0	0	4	11	7	0	4	1	1	1
miR-518a-2-3p	miR-518a-2-3p	0	0	0	0	3	0	0	2	3	0	1	3	2	0	0	0	0	2	2	0	0	0	0	1
miR-3689f-5p	miR-3689f-5p	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	2
miR-5579-3p	miR-5579-3p	0	0	1	0	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0	1	0	0	0
miR-6774-3p	miR-6774-3p	0	0	2	0	3	4	0	2	0	0	1	0	0	2	0	5	6	4	0	12	0	5	0	2
miR-1302-8-5p	miR-1302-8-5p	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
miR-1538-5p	miR-1538-5p	0	0	0	0	0	1	2	0	0	0	1	2	0	1	7	0	3	0	0	0	0	0	0	2
miR-1-1-3p	miR-1-1-3p	0	8	0	0	1	3	0	0	0	0	1	4	0	7	0	0	0	6	1	0	1	0	1	9
miR-4726-5p	miR-4726-5p	0	6	1	0	2	1	10	13	2	0	1	1	0	1	2	2	7	2	1	10	0	3	9	3
miR-6792-5p	miR-6792-5p	0	3	0	0	0	0	0	6	0	0	1	3	0	0	0	0	1	7	1	0	0	3	1	3
miR-4761-5p	miR-4761-5p	0	0	0	0	4	3	1	0	0	0	1	1	5	0	2	4	2	4	4	1	3	2	2	4
miR-6871-5p	miR-6871-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-4667-3p	miR-4667-3p	0	6	0	0	3	0	2	5	0	0	1	0	3	2	22	0	2	12	0	8	6	0	6	7
miR-4513-5p	miR-4513-5p	0	1	0	0	1	2	1	0	6	0	1	0	1	2	3	0	4	2	1	1	3	2	1	2
miR-12113-3p	miR-12113-3p	0	0	0	0	0	2	0	3	1	0	1	0	0	1	0	0	0	1	5	0	0	0	0	0
miR-1255b-1-5p	miR-1255b-1-5p	0	0	0	0	4	4	1	0	8	0	1	5	0	4	1	3	12	0	9	0	1.666666667	0	1	9
miR-1263-5p	miR-1263-5p	0	0	0	0	2	1	0	0	2	0	1	0	0	1	0	0	2	0	0	5	0	0	0	1
miR-7160-5p	miR-7160-5p	0	3	0	0	0	1	3	8	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	1
miR-8076-5p	miR-8076-5p	0	8	1	0	4	1	0	0	0	0	1	0	3	0	0	0	2	3	0	2	0	3	2	0
miR-3185-3p	miR-3185-3p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
miR-498-3p	miR-498-3p	0	1	0	0	1	11	0	2	4	0	1	6	5	11	11	1	6	12	4	7	3	1	12	2
miR-3119-2-3p	miR-3119-2-3p	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	4	0	7	0	0	0	9
miR-4483-3p	miR-4483-3p	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	13	0	4	0	0	1	2
miR-6891-3p	miR-6891-3p	0	7	1	0	0	4	0	0	0	0	1	0	0	1	0	2	6	2	1	0	0	0	0	0
miR-5090-5p	miR-5090-5p	0	4	0	0	0	2	1	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	0	0
miR-6768-5p	miR-6768-5p	0	1	2	0	6	3	5	14	10	0	1	8	6	3	3	12	1	12	0	4	0	2	3	0
miR-548a-1-5p	miR-548a-1-5p	0	7	0	0	9	1.5	0	0	0	0	0.1	0	0.153846154	0	0	0	4	0.5	0	0	0	0	6	3
miR-3617-3p	miR-3617-3p	0	1	1	0	4	12	5	0	0	0	0	3	0	1	3	0	0	0	0	9	0	1	0	1
miR-11400-3p	miR-11400-3p	0	3	1	0	0	2	0	0	0	0	0	0	3	3	0	0	0	0	0	4	0	0	0	0
miR-4290-3p	miR-4290-3p	0	3	3	0	3	2	0	1	0	0	0	0	9	5	7	0	2	0	4	5	4	0	2	4
miR-548k-5p	miR-548k-5p	0	2	4.333333333	0	16.11111111	3	0	0	0	0	0	4	0	6.375	1	1	6.861111111	5	1.333333333	0	1	0	0	8
miR-4328-5p	miR-4328-5p	0	0	0	0	2	1	0	0	7	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0
miR-4786-5p	miR-4786-5p	0	0	0	0	5	2	0	1	0	0	0	1	5	6	0	2	3	2	3	5	0	0	0	5
miR-3972-3p	miR-3972-3p	0	2	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
miR-5584-5p	miR-5584-5p	0	1	1	0	2	4	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	5	6
miR-4715-3p	miR-4715-3p	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	6	0	1	0
miR-4737-3p	miR-4737-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0
miR-4803-5p	miR-4803-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	0	3	0	1	4	3	3	0
miR-4652-3p	miR-4652-3p	0	5	1	0	1	3	0	0	0	0	0	3	0	0	3	0	1	0	3	2	0	0	0	0
miR-3610-5p	miR-3610-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3	1	0	3
miR-1910-5p	miR-1910-5p	0	3	0	0	1	2	4	7	0	0	0	0	11	2	0	0	1	4	2	0	2	0	2	8
miR-4642-5p	miR-4642-5p	0	2	0	0	0	0	0	0	3	0	0	5	4	0	16	8	1	1	2	3	1	7	0	9
miR-3180-3-5p	miR-3180-3-5p	0	0	2	0	1	1	1	0	4	0	0	0	2	6	0	1	0	3	3	0	0	1	2	3
miR-3177-5p	miR-3177-5p	0	3	0	0	0	1	0	0	3	0	0	0	3	0	0	6	0	0	1	2	2	1	0	0
miR-6742-5p	miR-6742-5p	0	6	2	0	3	1	0	0	0	0	0	0	4	1	0	0	1	0	2	15	0	4	4	0
miR-6850-5p	miR-6850-5p	0	3	2	0	0	3	3	0	0	0	0	7	1	1	0	1	1	0	0	0	1	0	2	1
miR-4511-3p	miR-4511-3p	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0
miR-4481-5p	miR-4481-5p	0	4	3	0	3	1	0	0	11	0	0	2	18	0	0	0	1	0	0	3	2	2	5	5
miR-4252-3p	miR-4252-3p	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	1	0	0	1	1
miR-4472-1-3p	miR-4472-1-3p	0	0	0	0	2	1	1	4	0	0	0	0	4	1	0	1	1	3	3	0	1	1	0	5
miR-7855-5p	miR-7855-5p	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	0	1	0
miR-507-5p	miR-507-5p	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
miR-521-1-5p	miR-521-1-5p	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0	0	1	0	0	0	4	0	0	4
miR-5007-3p	miR-5007-3p	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1
miR-429-5p	miR-429-5p	0	0	3	0	0	2	1	0	1	0	0	0	2	5	0	0	0	0	0	0	1	0	4	2
miR-3940-5p	miR-3940-5p	0	3	2	0	3	4	4	4	10	0	0	3	3	2	3	7	0	2	0	7	0	0	11	5
miR-7154-3p	miR-7154-3p	0	0	0	0	0	4	0	1	1	0	0	0	0	2	7	0	1	0	5	3	1	3	3	2
miR-3914-1-3p	miR-3914-1-3p	0	0	0	0	0	0	0	0	5	0	0	7	0	5	0	0	4	3	0	4	7	0	0	2
miR-4793-5p	miR-4793-5p	0	12	2	3	1	5	2	1	0	0	0	3	0	7	2	0	3	5	0	3	9	1	4	11
miR-548ag-1-3p	miR-548ag-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
miR-4712-5p	miR-4712-5p	0	1	0	0	2	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0
miR-9-3-3p	miR-9-3-3p	0	0	0	0	5	7	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0
miR-484-3p	miR-484-3p	0	2	0	0	3	10	3	5	0	0	0	4	0	2	0	1	1	9	0	5	1	4	3	6
miR-1322-3p	miR-1322-3p	0	1	0	0	0	8	5	0	0	0	0	3	0	0	5	9	9	2	1	9	2	2	0	1
miR-4730-3p	miR-4730-3p	0	10	0	0	0	0	3	2	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
miR-4707-3p	miR-4707-3p	0	2	1	0	0	1	3	0	0	0	0	2	0	8	0	0	1	17	0	1	3	1	11	9
miR-4721-5p	miR-4721-5p	0	3	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0
miR-4726-3p	miR-4726-3p	0	0	1	0	0	1	0	1	3	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
miR-4648-3p	miR-4648-3p	0	2	4	0	0	5	0	2	5	0	0	2	4	0	1	0	0	4	1	0	0	0	3	0
miR-211-3p	miR-211-3p	0	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	1	4
miR-645-3p	miR-645-3p	0	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
miR-8078-3p	miR-8078-3p	0	0	5	0	0	2	0	1	1	0	0	4	4	0	1	0	5	0	0	0	1	0	0	2
miR-944-5p	miR-944-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0
miR-3122-5p	miR-3122-5p	0	0	0	0	3	2	0	0	8	0	0	0	0	7	0	2	0	0	4	0	1	1	0	2
miR-619-3p	miR-619-3p	0	3	0	0	0	1	0	0	1	0	0	3	0	1	1	0	2	2	3	5	0	0	0	3
miR-6799-5p	miR-6799-5p	0	0	2	0	0	0	0	1	6	0	0	0	0	2	0	0	0	0	3	10	1	1	0	4
miR-4705-3p	miR-4705-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
miR-198-3p	miR-198-3p	0	0	0	0	6	0	0	0	4	0	0	0	9	2	4	0	0	4	0	0	3	0	1	1
miR-367-5p	miR-367-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
miR-7855-3p	miR-7855-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	1	2
miR-6782-5p	miR-6782-5p	0	5	0	0	0	0	0	1	3	0	0	3	0	0	8	0	0	0	0	0	3	2	0	0
miR-10525-3p	miR-10525-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
miR-5708-5p	miR-5708-5p	0	14	3	0	0	5	0	2	3	0	0	9	5	1	0	4	4	0	6	2	9	0	0	3
miR-4441-5p	miR-4441-5p	0	1	2	0	1	1	4	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
miR-3132-3p	miR-3132-3p	0	0	0	0	0	2	0	0	3	0	0	0	0	1	4	0	0	2	0	0	1	2	3	1
miR-6805-5p	miR-6805-5p	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	2	1	1	10	1	0	0	0	1
miR-4421	miR-4421	0	9	3	0	1	3	0	0	0	0	0	0	2	0	0	2	0	7	4	0	1	0	0	1
miR-519c-5p	miR-519c-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
miR-5581-5p	miR-5581-5p	0	0	3	0	0	4	9	15	3	0	0	6	14	0	0	10	0	0	0	2	0	4	6	3
miR-3938	miR-3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
miR-3117-5p	miR-3117-5p	0	0	0	0	0	0	0	0	6	0	0	0	5	1	0	0	0	0	0	0	0	0	2	2
miR-5682-5p	miR-5682-5p	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
miR-3144-5p	miR-3144-5p	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2
miR-557-5p	miR-557-5p	0	19	1	0	2	7	2	0.333333333	0.5	0	0	4	6	2	1	0	3	1	0	5.5	1	2	2	1
miR-8087-5p	miR-8087-5p	0	2	3	0	0	5	0	0	1	0	0	3	0	0	0	3	2	0	3	2	0	2	2	1
miR-19b-2-5p	miR-19b-2-5p	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
miR-1278	miR-1278	0	0	2	0	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	5
miR-4262-5p	miR-4262-5p	0	3	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0
miR-6850-3p	miR-6850-3p	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4	0	0	0	2	3	0	1	0	4
miR-938-3p	miR-938-3p	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0
miR-6718-3p	miR-6718-3p	0	2	2	0	4	3	0	0	0	0	0	0	0	1	8	0	0	1	2	0	0	0	1	3
miR-4662b-5p	miR-4662b-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	2
miR-6885-5p	miR-6885-5p	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	4	0	1	0	0	0	0	0
miR-6798-3p	miR-6798-3p	0	0	0	0	7	3	0	0	1	0	0	1	1	5	2	1	0	0	0	13	11	0	0	5
miR-4793-3p	miR-4793-3p	0	5	7	0	2	4	0	11	9	0	0	16	4	0	2	2	6	3	0	5	0	3	2	4
miR-4530-5p	miR-4530-5p	0	3	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	5	6	0	1	0	2
miR-526a-1-5p	miR-526a-1-5p	0	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
miR-1323	miR-1323	0	0	0	0	4	6	0	0	0	0	0	0	4	15	0	0	0	1	0	2	0	0	0	2
miR-649-3p	miR-649-3p	0	4	3	0	1	5	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	3
miR-4468-3p	miR-4468-3p	0	0	1	8	0	2	0	1	7	0	0	3	0	0	0	0	2	1	1	10	0	1	1	1
miR-4754-3p	miR-4754-3p	0	0	1	0	0	1	0	0	4	0	0	0	4	0	0	0	0	1	0	0	0	2	0	2
miR-11400	miR-11400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-1245a-3p	miR-1245a-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	9	2	9	0	0	5
miR-4531-5p	miR-4531-5p	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6767-3p	miR-6767-3p	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	3	1	1	0	0	0	0	2	2
miR-3134	miR-3134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
